timestamp,Vrms
0,1.01622
10,1.00819
20,1.00848
30,0.98888
40,0.9844
50,0.98204
60,1.02104
70,1.00073
80,0.99599
90,1.00846
100,0.98261
110,0.99534
120,0.99409
130,0.99224
140,1.01243
150,1.00241
160,0.98814
170,0.983
180,1.00259
190,1.00278
200,0.99438
210,1.00724
220,0.99444
230,1.03146
240,0.95904
250,1.02448
260,1.01759
270,1.00927
280,0.9824
290,1.01238
300,0.99808
310,1.00188
320,1.01461
330,1.00957
340,0.99702
350,0.98612
360,1.0332
370,0.99892
380,1.01243
390,1.00008
400,0.98993
410,0.98537
420,0.98806
430,1.01143
440,0.97435
450,1.02726
460,1.021
470,0.96951
480,0.97463
490,1.01973
500,1.02306
510,0.97899
520,0.9812
530,0.9884
540,1.008
550,0.99869
560,1.00134
570,1.00052
580,0.97341
590,0.9967
600,1.00917
610,0.9663
620,1.00839
630,1.01184
640,0.98757
650,0.98946
660,1.02284
670,1.16403
680,1.16122
690,1.23424
700,1.27504
710,1.20229
720,1.27131
730,1.23645
740,1.2495
750,1.21549
760,1.20669
770,1.14762
780,1.24698
790,1.1611
800,0.975
810,0.98716
820,1.02986
830,1.02516
840,0.96194
850,1.00505
860,1.01858
870,1.0061
880,0.9948
890,1.00391
900,0.96416
910,1.01592
920,1.02378
930,1.00902
940,0.99882
950,1.00973
960,0.986
970,0.97885
980,1.01338
990,0.98272
