timestamp,Vrms
0,1.00068
10,0.98166
20,0.99713
30,0.97573
40,1.00027
50,0.98819
60,0.98318
70,1.00931
80,0.99457
90,0.98866
100,0.97307
110,1.00553
120,1.01199
130,0.99262
140,1.02177
150,0.99127
160,0.98787
170,0.99942
180,0.98899
190,1.00342
200,1.00454
210,0.98426
220,1.00674
230,1.00137
240,0.97317
250,1.00243
260,0.9965
270,0.99425
280,0.9997
290,1.02294
300,0.99655
310,0.99795
320,0.98965
330,1.00247
340,0.98403
350,0.99108
360,1.01332
370,0.97422
380,0.99963
390,1.04258
400,1.00288
410,1.00728
420,1.01079
430,1.01466
440,0.99907
450,1.02749
460,0.99768
470,1.01943
480,1.00054
490,1.00595
500,0.97185
510,1.00288
520,0.98767
530,0.9824
540,1.00483
550,1.00001
560,1.00797
570,1.00304
580,0.97732
590,1.01701
600,0.97364
610,0.97807
620,1.01165
630,1.00566
640,1.00337
650,0.99073
660,1.00972
670,1.00976
680,1.02218
690,0.99703
700,0.98515
710,1.01192
720,0.99926
730,1.00473
740,1.01957
750,1.00363
760,1.26858
770,1.27873
780,1.31654
790,1.23148
800,1.31546
810,1.19399
820,1.2502
830,1.34372
840,1.24147
850,1.3055
860,1.31252
870,1.00715
880,1.01918
890,1.00895
900,1.01452
910,0.98571
920,0.99648
930,1.03137
940,0.99728
950,0.99912
960,0.99523
970,1.01577
980,0.99699
990,0.99502
