timestamp,Vrms
0,1.02471
10,1.01063
20,0.99065
30,1.01574
40,1.00307
50,1.02392
60,1.00539
70,0.99866
80,0.9861
90,0.98714
100,0.97784
110,1.00079
120,1.01657
130,1.01944
140,0.97027
150,0.99903
160,0.97672
170,1.02212
180,0.98871
190,1.04173
200,1.03278
210,0.98788
220,0.99044
230,0.98002
240,0.99435
250,0.97909
260,0.97897
270,1.32352
280,1.34518
290,1.23272
300,1.28089
310,1.3551
320,1.27479
330,1.25478
340,1.27126
350,1.27827
360,1.20812
370,1.31785
380,1.3222
390,1.38419
400,1.24702
410,1.26829
420,1.01906
430,0.99246
440,0.98921
450,1.00111
460,1.00584
470,1.00879
480,1.02291
490,0.97151
500,0.98758
510,1.04485
520,0.98474
530,0.95979
540,0.97642
550,1.01229
560,1.0099
570,1.01035
580,0.96677
590,0.99659
600,1.01491
610,0.99514
620,0.97819
630,1.00609
640,1.00858
650,1.01267
660,1.00507
670,1.01079
680,1.00977
690,0.99381
700,1.01422
710,0.99468
720,1.01787
730,0.99351
740,0.9884
750,0.97704
760,0.98822
770,1.00017
780,1.0246
790,0.98287
800,1.02089
810,1.02227
820,1.00251
830,0.97915
840,0.99468
850,1.0006
860,0.99884
870,0.99801
880,0.99418
890,0.97799
900,0.98934
910,0.99233
920,0.98092
930,1.0036
940,0.9822
950,0.98115
960,1.0084
970,1.01854
980,1.01691
990,0.99515
