timestamp,Vrms
0,1.1263
10,1.1535
20,1.14171
30,1.23979
40,1.11942
50,1.13768
60,1.13912
70,1.31646
80,1.12757
90,1.1235
100,1.14576
110,1.1418
120,1.13183
130,1.13859
140,1.16314
150,1.17424
160,1.11656
170,1.12081
180,1.15878
190,1.13945
200,1.11808
210,1.35802
220,1.10554
230,1.12377
240,1.13627
250,1.14143
260,1.16862
270,1.16194
280,1.11944
290,1.14861
300,1.12002
310,1.11595
320,1.1505
330,1.14594
340,1.13609
350,1.15191
360,1.12984
370,1.09956
380,1.13578
390,1.24357
400,1.28691
410,1.12441
420,1.14607
430,1.1015
440,1.11645
450,1.1766
460,1.32783
470,1.13555
480,1.13683
490,1.23167
500,1.14405
510,1.34135
520,1.08859
530,1.13992
540,1.12722
550,1.16543
560,1.1206
570,1.10488
580,1.1268
590,1.12327
600,1.10186
610,1.1063
620,1.07067
630,1.15163
640,1.14536
650,1.12372
660,1.18303
670,1.13792
680,1.12909
690,1.15319
700,1.13113
710,1.23516
720,1.11697
730,1.12864
740,1.12792
750,1.1886
760,1.12232
770,1.17377
780,1.13464
790,1.12537
800,1.33696
810,1.15808
820,1.13867
830,1.11056
840,1.12723
850,1.18734
860,1.11894
870,1.13898
880,1.22191
890,1.16415
900,1.24066
910,1.1907
920,1.12308
930,1.25829
940,1.1158
950,1.1558
960,1.10117
970,1.13124
980,1.20252
990,1.11695
