timestamp,Vrms
0,1.07647
10,1.12268
20,1.08408
30,1.11122
40,1.11387
50,1.12512
60,1.09799
70,1.12953
80,1.10155
90,1.10387
100,1.13908
110,1.11559
120,1.12554
130,1.11313
140,1.08844
150,1.12006
160,1.10536
170,1.08511
180,1.13744
190,1.12235
200,1.12578
210,1.13813
220,1.05764
230,1.10058
240,1.10453
250,1.08543
260,1.10854
270,1.12575
280,1.07032
290,1.09743
300,1.15504
310,1.09204
320,1.1104
330,1.1056
340,1.10287
350,1.0876
360,1.07941
370,1.11475
380,1.10823
390,1.12515
400,1.24138
410,1.29225
420,1.11749
430,1.12992
440,1.13411
450,1.18593
460,1.14948
470,1.10358
480,1.11076
490,1.11235
500,1.12792
510,1.11708
520,1.22519
530,1.11318
540,1.10434
550,1.12584
560,1.10343
570,1.10563
580,1.26827
590,1.11044
600,1.09462
610,1.08711
620,1.09876
630,1.08629
640,1.11886
650,1.09542
660,1.08846
670,1.0874
680,1.08718
690,1.10086
700,1.09994
710,1.08801
720,1.12124
730,1.09525
740,1.25805
750,1.08004
760,1.26668
770,1.06039
780,1.08406
790,1.10731
800,1.07762
810,1.07811
820,1.12626
830,1.13512
840,1.07618
850,1.10775
860,1.10631
870,1.10599
880,1.11121
890,1.08967
900,1.08758
910,1.0751
920,1.10429
930,1.25242
940,1.12593
950,1.1407
960,1.11526
970,1.09503
980,1.08884
990,1.11106
