timestamp,Vrms
0,1.18181
10,1.17736
20,1.17448
30,1.12577
40,1.11989
50,1.09445
60,1.15625
70,1.14073
80,1.14066
90,1.09323
100,1.15457
110,1.097
120,1.19842
130,1.09
140,1.12511
150,1.13346
160,1.1398
170,1.10419
180,1.12041
190,1.18481
200,1.09625
210,1.13553
220,1.34293
230,1.16518
240,1.16925
250,1.38837
260,1.13026
270,1.49172
280,1.14358
290,1.16789
300,1.19161
310,1.16857
320,1.25266
330,1.18224
340,1.12141
350,1.1534
360,1.13453
370,1.16593
380,1.11802
390,1.30783
400,1.42184
410,1.1466
420,1.37247
430,1.16313
440,1.10252
450,1.21044
460,1.08778
470,1.14657
480,1.17725
490,1.16235
500,1.10215
510,1.154
520,1.1634
530,1.14689
540,1.19492
550,1.16754
560,1.15359
570,1.0845
580,1.10445
590,1.15117
600,1.13774
610,1.13573
620,1.08814
630,1.14529
640,1.1936
650,1.1641
660,1.43698
670,1.1698
680,1.24535
690,1.11804
700,1.12242
710,1.09792
720,1.17666
730,1.08951
740,1.17279
750,1.13163
760,1.14064
770,1.1374
780,1.13437
790,1.13333
800,1.21436
810,1.13299
820,1.12632
830,1.16212
840,1.15132
850,1.13326
860,1.1283
870,1.11877
880,1.1415
890,1.15158
900,1.11473
910,1.15895
920,1.19052
930,1.17129
940,1.17052
950,1.4906
960,1.17913
970,1.18519
980,1.15298
990,1.31149
