timestamp,Vrms
0,1.15025
10,1.12121
20,1.10813
30,1.13025
40,1.16098
50,1.11289
60,1.12301
70,1.39419
80,1.12251
90,1.13602
100,1.13212
110,1.10584
120,1.44047
130,1.12946
140,1.11227
150,1.12854
160,1.09375
170,1.13673
180,1.14337
190,1.12737
200,1.11895
210,1.14851
220,1.10867
230,1.11816
240,1.15131
250,1.14231
260,1.12577
270,1.27112
280,1.11283
290,1.41462
300,1.14691
310,1.12414
320,1.1203
330,1.12993
340,1.14272
350,1.14533
360,1.1202
370,1.10778
380,1.12188
390,1.13466
400,1.13077
410,1.13978
420,1.10135
430,1.10468
440,1.11463
450,1.12132
460,1.11312
470,1.13573
480,1.1248
490,1.16034
500,1.44855
510,1.13838
520,1.09922
530,1.14884
540,1.12839
550,1.15134
560,1.11672
570,1.1306
580,1.12562
590,1.14602
600,1.23835
610,1.12399
620,1.1134
630,1.11644
640,1.11797
650,1.11062
660,1.13493
670,1.12063
680,1.14304
690,1.11487
700,1.25908
710,1.1389
720,1.11722
730,1.12607
740,1.11526
750,1.13993
760,1.23635
770,1.13545
780,1.11536
790,1.16066
800,1.10102
810,1.11559
820,1.1221
830,1.13382
840,1.09763
850,1.13456
860,1.11895
870,1.12162
880,1.14846
890,1.09363
900,1.13931
910,1.09449
920,1.12623
930,1.1418
940,1.201
950,1.14076
960,1.10514
970,1.1505
980,1.13154
990,1.1193
