timestamp,Vrms
0,1.09705
10,1.1155
20,1.09578
30,1.09246
40,1.07916
50,1.06557
60,1.25965
70,1.07632
80,1.28592
90,1.12849
100,1.11347
110,1.35437
120,1.06658
130,1.07339
140,1.27639
150,1.12356
160,1.0805
170,1.11074
180,1.11996
190,1.05779
200,1.10184
210,1.08612
220,1.1164
230,1.0577
240,1.13988
250,1.09513
260,1.14344
270,1.08735
280,1.10302
290,1.08655
300,1.08437
310,1.06758
320,1.08438
330,1.13219
340,1.13813
350,1.0967
360,1.10731
370,1.05956
380,1.21504
390,1.10924
400,1.10284
410,1.07012
420,1.09038
430,1.07921
440,1.10335
450,1.15774
460,1.11153
470,1.05642
480,1.09002
490,1.1576
500,1.0757
510,1.08309
520,1.09423
530,1.11206
540,1.21653
550,1.11009
560,1.09764
570,1.08377
580,1.08471
590,1.09399
600,1.11131
610,1.07109
620,1.07986
630,1.09728
640,1.09877
650,1.07296
660,1.09672
670,1.15542
680,1.08945
690,1.09555
700,1.07532
710,1.09814
720,1.02908
730,1.10176
740,1.09146
750,1.08003
760,1.09435
770,1.09742
780,1.11053
790,1.05918
800,1.21107
810,1.09709
820,1.09645
830,1.07391
840,1.10396
850,1.08587
860,1.11385
870,1.24998
880,1.08405
890,1.29553
900,1.09878
910,1.11143
920,1.21585
930,1.10604
940,1.06225
950,1.08803
960,1.1295
970,1.11048
980,1.07399
990,1.09093
