timestamp,Vrms
0,1.12835
10,1.04396
20,1.13993
30,1.0983
40,1.06564
50,1.0784
60,1.07942
70,1.09289
80,1.11637
90,1.30495
100,1.0988
110,1.12074
120,1.11916
130,1.14178
140,1.07082
150,1.08041
160,1.09638
170,1.1024
180,1.11565
190,1.12593
200,1.13122
210,1.1059
220,1.10661
230,1.09659
240,1.09755
250,1.09525
260,1.1533
270,1.13653
280,1.10695
290,1.08168
300,1.06757
310,1.08478
320,1.47849
330,1.10574
340,1.09676
350,1.06699
360,1.13023
370,1.0865
380,1.16274
390,1.08923
400,1.1307
410,1.13613
420,1.08047
430,1.12673
440,1.07046
450,1.18215
460,1.29955
470,1.08114
480,1.14474
490,1.13015
500,1.39307
510,1.18311
520,1.13268
530,1.07482
540,1.07751
550,1.08391
560,1.09675
570,1.07375
580,1.14159
590,1.0677
600,1.09599
610,1.08015
620,1.43965
630,1.11271
640,1.11077
650,1.12096
660,1.07775
670,1.46622
680,1.05339
690,1.07435
700,1.11716
710,1.13652
720,1.09418
730,1.07945
740,1.10102
750,1.30448
760,1.32243
770,1.16733
780,1.12639
790,1.09781
800,1.27424
810,1.11984
820,1.10559
830,1.08197
840,1.06295
850,1.20432
860,1.01766
870,1.11159
880,1.07517
890,1.20815
900,1.11228
910,1.1512
920,1.09676
930,1.07532
940,1.14024
950,1.00957
960,1.11564
970,1.11277
980,1.16101
990,1.16564
