timestamp,Vrms
0,1.05545
10,1.07396
20,1.14159
30,1.12861
40,1.03044
50,1.09638
60,1.14216
70,1.0839
80,0.98575
90,1.11859
100,1.14283
110,1.0798
120,1.02048
130,1.12532
140,1.14155
150,1.05451
160,1.05744
170,1.13362
180,1.14459
190,1.01998
200,1.09444
210,1.13667
220,1.09691
230,1.00752
240,1.10696
250,1.14862
260,1.06737
270,1.03513
280,1.12765
290,1.12199
300,1.0336
310,1.07391
320,1.13609
330,1.12074
340,1.01587
350,1.10275
360,1.15813
370,1.09445
380,1.00402
390,1.12341
400,1.15519
410,1.07094
420,1.0468
430,1.13578
440,1.13482
450,1.0506
460,1.07321
470,1.15336
480,1.12361
490,1.03345
500,1.09614
510,1.16142
520,1.10492
530,1.00848
540,1.13006
550,1.15159
560,1.06377
570,1.02796
580,1.14708
590,1.12126
600,1.03761
610,1.06403
620,1.15415
630,1.0981
640,1.00114
650,1.1014
660,1.14972
670,1.07825
680,1.03027
690,1.13207
700,1.14058
710,1.06235
720,1.02991
730,1.15741
740,1.12945
750,1.0407
760,1.08774
770,1.14954
780,1.11977
790,0.99544
800,1.12067
810,1.16498
820,1.0908
830,1.02927
840,1.13964
850,1.14674
860,1.05674
870,1.05857
880,1.14439
890,1.13668
900,1.02423
910,1.09796
920,1.16897
930,1.11533
940,1.00279
950,1.11966
960,1.1444
970,1.07348
980,1.02836
990,1.1189
