timestamp,Vrms
0,1.04808
10,1.13319
20,1.13813
30,1.07327
40,1.03033
50,1.13628
60,1.14911
70,1.09749
80,1.0194
90,1.10889
100,1.14666
110,1.10938
120,1.02137
130,1.166
140,1.16519
150,1.07583
160,1.01407
170,1.13349
180,1.14154
190,1.13009
200,1.00826
210,1.13772
220,1.18033
230,1.09689
240,1.00465
250,1.12168
260,1.16482
270,1.11398
280,1.01638
290,1.10307
300,1.16052
310,1.09424
320,0.98031
330,1.11095
340,1.13938
350,1.11522
360,1.03666
370,1.14568
380,1.15204
390,1.10256
400,1.01487
410,1.13168
420,1.15439
430,1.10986
440,1.03334
450,1.11222
460,1.15346
470,1.1162
480,1.01068
490,1.09641
500,1.15684
510,1.1
520,1.0018
530,1.13588
540,1.17109
550,1.11801
560,0.99586
570,1.10146
580,1.17536
590,1.11355
600,1.03401
610,1.08334
620,1.15561
630,1.1493
640,0.98737
650,1.11777
660,1.13258
670,1.12493
680,1.01756
690,1.10967
700,1.11322
710,1.10057
720,1.01538
730,1.09539
740,1.14552
750,1.12732
760,1.00991
770,1.08612
780,1.14559
790,1.13611
800,1.03908
810,1.1098
820,1.14767
830,1.12993
840,1.03483
850,1.08173
860,1.15569
870,1.11378
880,1.04301
890,1.06969
900,1.14171
910,1.11525
920,1.05792
930,1.07786
940,1.17138
950,1.14403
960,1.01979
970,1.06105
980,1.1647
990,1.13068
