timestamp,Vrms
0,1.08857
10,1.04876
20,1.04805
30,1.11836
40,1.13926
50,1.04524
60,1.06155
70,1.11489
80,1.12948
90,1.04479
100,1.03301
110,1.10125
120,1.09637
130,1.03706
140,1.04953
150,1.11131
160,1.10782
170,1.07428
180,1.03482
190,1.11534
200,1.10923
210,1.06236
220,1.02975
230,1.10048
240,1.14043
250,1.08711
260,1.03917
270,1.10445
280,1.11699
290,1.08239
300,1.04378
310,1.11106
320,1.12479
330,1.09808
340,0.99842
350,1.08483
360,1.14397
370,1.0993
380,1.02018
390,1.1099
400,1.11942
410,1.10269
420,1.02816
430,1.08976
440,1.12037
450,1.10359
460,1.05029
470,1.0634
480,1.13151
490,1.11454
500,1.00801
510,1.07481
520,1.10286
530,1.11436
540,1.05512
550,1.051
560,1.098
570,1.11437
580,1.04383
590,1.05318
600,1.12126
610,1.12208
620,1.02956
630,1.06016
640,1.08256
650,1.11527
660,1.07028
670,1.0255
680,1.08964
690,1.11161
700,1.05785
710,1.05916
720,1.08504
730,1.13084
740,1.06864
750,1.00965
760,1.08234
770,1.10826
780,1.08299
790,1.02412
800,1.11766
810,1.11257
820,1.05234
830,1.01493
840,1.10084
850,1.14477
860,1.0614
870,1.02362
880,1.0895
890,1.15706
900,1.09176
910,1.02979
920,1.07316
930,1.15847
940,1.09223
950,0.99431
960,1.07923
970,1.14246
980,1.1233
990,1.02359
