timestamp,Vrms
0,1.06521
10,1.07368
20,1.17054
30,1.17294
40,1.10984
50,1.04336
60,1.122
70,1.17573
80,1.11128
90,1.00203
100,1.10541
110,1.16441
120,1.14056
130,1.02689
140,1.11962
150,1.17709
160,1.176
170,1.07336
180,1.09116
190,1.11552
200,1.15697
210,1.08793
220,1.02958
230,1.14484
240,1.18501
250,1.10648
260,1.01516
270,1.15972
280,1.17286
290,1.14315
300,1.00788
310,1.11628
320,1.17238
330,1.13407
340,1.0339
350,1.07225
360,1.18011
370,1.16217
380,1.05831
390,1.07695
400,1.14648
410,1.14339
420,1.09628
430,1.01892
440,1.12702
450,1.17955
460,1.12747
470,0.99895
480,1.11586
490,1.20007
500,1.11454
510,1.0307
520,1.11294
530,1.16562
540,1.14965
550,1.03482
560,1.0732
570,1.16617
580,1.15485
590,1.0507
600,1.06621
610,1.14796
620,1.18503
630,1.09683
640,1.06794
650,1.14847
660,1.15938
670,1.1022
680,0.98765
690,1.11509
700,1.15502
710,1.12508
720,1.02907
730,1.07651
740,1.17227
750,1.16002
760,1.04254
770,1.08192
780,1.16579
790,1.18391
800,1.09244
810,1.04341
820,1.14906
830,1.18245
840,1.11265
850,0.99435
860,1.14713
870,1.17096
880,1.14479
890,1.01299
900,1.10428
910,1.17718
920,1.16729
930,1.02831
940,1.06578
950,1.16735
960,1.17914
970,1.08864
980,1.07855
990,1.13046
