timestamp,Vrms
0,1.0311
10,1.07702
20,1.12152
30,1.09606
40,1.01659
50,1.06772
60,1.13176
70,1.09943
80,1.04742
90,1.05125
100,1.11666
110,1.09199
120,1.05433
130,1.01983
140,1.08172
150,1.1089
160,1.10166
170,1.01059
180,1.06409
190,1.11221
200,1.09996
210,1.02162
220,1.01314
230,1.09289
240,1.13463
250,1.06461
260,1.00217
270,1.09788
280,1.1124
290,1.09836
300,1.03148
310,1.04162
320,1.09522
330,1.10145
340,1.0566
350,1.01354
360,1.08358
370,1.11534
380,1.09365
390,1.03444
400,1.05916
410,1.11301
420,1.08878
430,1.03297
440,1.02138
450,1.11748
460,1.10548
470,1.07679
480,0.99837
490,1.05618
500,1.13067
510,1.07167
520,1.0103
530,1.06947
540,1.10774
550,1.1023
560,1.06455
570,1.02525
580,1.10149
590,1.0989
600,1.09095
610,0.99647
620,1.07418
630,1.10374
640,1.08698
650,1.02982
660,1.05587
670,1.09979
680,1.11027
690,1.05577
700,1.0306
710,1.07028
720,1.095
730,1.09917
740,0.99134
750,1.08099
760,1.1087
770,1.10596
780,1.04738
790,1.02811
800,1.10232
810,1.13251
820,1.08334
830,0.99722
840,1.09072
850,1.09984
860,1.08932
870,1.02746
880,1.06572
890,1.0905
900,1.11712
910,1.05029
920,1.00625
930,1.10078
940,1.10804
950,1.0581
960,1.01557
970,1.0507
980,1.10649
990,1.08612
