timestamp,Vrms
0,1.02137
10,1.12088
20,1.11823
30,1.03704
40,1.06027
50,1.1224
60,1.11466
70,1.01117
80,1.08073
90,1.1138
100,1.09962
110,0.99931
120,1.0673
130,1.11994
140,1.05337
150,1.02187
160,1.10279
170,1.11104
180,1.0366
190,1.0349
200,1.10479
210,1.10379
220,1.04253
230,1.07325
240,1.11415
250,1.10625
260,0.99354
270,1.09086
280,1.11845
290,1.07993
300,1.02214
310,1.09213
320,1.12511
330,1.05865
340,1.06206
350,1.10705
360,1.12247
370,1.04416
380,1.04748
390,1.13075
400,1.08811
410,0.99327
420,1.08638
430,1.13079
440,1.08428
450,1.00494
460,1.10959
470,1.12582
480,1.05936
490,1.03743
500,1.09413
510,1.10747
520,1.03514
530,1.02992
540,1.10347
550,1.11526
560,1.01272
570,1.06594
580,1.10813
590,1.09811
600,1.0008
610,1.09333
620,1.11874
630,1.06106
640,1.0124
650,1.11062
660,1.11502
670,1.06082
680,1.01275
690,1.12346
700,1.10228
710,1.05324
720,1.05947
730,1.11879
740,1.10142
750,1.00043
760,1.09127
770,1.11385
780,1.09189
790,1.02168
800,1.10262
810,1.11043
820,1.0584
830,1.03922
840,1.08909
850,1.10523
860,1.04895
870,1.04479
880,1.12948
890,1.09353
900,1.02059
910,1.065
920,1.12492
930,1.08978
940,1.01679
950,1.10604
960,1.13149
970,1.0696
980,1.01607
990,1.11862
