timestamp,Vrms
0,1.44833
10,1.43574
20,1.41585
30,1.38628
40,1.4058
50,1.38257
60,1.39364
70,1.40639
80,1.41683
90,1.45258
100,1.45864
110,1.47943
120,1.51907
130,1.5461
140,1.56308
150,1.56865
160,1.56988
170,1.60588
180,1.6015
190,1.5627
200,1.58823
210,1.53095
220,1.50996
230,1.5342
240,1.48433
250,1.46797
260,1.44639
270,1.40991
280,1.39676
290,1.39534
300,1.3782
310,1.40096
320,1.38124
330,1.42453
340,1.42656
350,1.45055
360,1.46972
370,1.50388
380,1.52814
390,1.54758
400,1.57488
410,1.56016
420,1.58943
430,1.60667
440,1.5922
450,1.56662
460,1.53944
470,1.53476
480,1.51194
490,1.49425
500,1.4803
510,1.43614
520,1.42057
530,1.38841
540,1.39868
550,1.38686
560,1.38165
570,1.40348
580,1.42184
590,1.44364
600,1.43478
610,1.50254
620,1.46782
630,1.54462
640,1.5585
650,1.56456
660,1.58533
670,1.57699
680,1.6109
690,1.56606
700,1.56251
710,1.55773
720,1.53167
730,1.52343
740,1.49272
750,1.4655
760,1.43924
770,1.39413
780,1.40975
790,1.40098
800,1.39896
810,1.39313
820,1.39764
830,1.4027
840,1.44838
850,1.43987
860,1.44077
870,1.48352
880,1.54584
890,1.5298
900,1.56624
910,1.56162
920,1.57573
930,1.58907
940,1.57625
950,1.57872
960,1.57879
970,1.53996
980,1.53015
990,1.51919
