timestamp,Vrms
0,1.43388
10,1.39954
20,1.47667
30,1.44733
40,1.46505
50,1.47441
60,1.4812
70,1.52204
80,1.52777
90,1.50258
100,1.49587
110,1.49908
120,1.48383
130,1.47032
140,1.45341
150,1.45258
160,1.39286
170,1.39348
180,1.37782
190,1.3737
200,1.34169
210,1.31724
220,1.35044
230,1.33278
240,1.3378
250,1.31561
260,1.36776
270,1.36031
280,1.39185
290,1.39499
300,1.41222
310,1.4081
320,1.44343
330,1.42752
340,1.46989
350,1.50354
360,1.48594
370,1.51687
380,1.51081
390,1.50528
400,1.48426
410,1.51685
420,1.50513
430,1.44941
440,1.48776
450,1.41035
460,1.47031
470,1.42316
480,1.38908
490,1.35915
500,1.35343
510,1.37065
520,1.31295
530,1.32409
540,1.30206
550,1.29702
560,1.31801
570,1.36682
580,1.34145
590,1.36671
600,1.38926
610,1.39697
620,1.43333
630,1.45581
640,1.47929
650,1.46986
660,1.4422
670,1.50438
680,1.4754
690,1.47068
700,1.526
710,1.54303
720,1.4886
730,1.46749
740,1.47658
750,1.48772
760,1.44458
770,1.43946
780,1.4008
790,1.38713
800,1.40104
810,1.37182
820,1.3635
830,1.32949
840,1.37242
850,1.3758
860,1.31277
870,1.34845
880,1.33314
890,1.38315
900,1.37873
910,1.36847
920,1.40589
930,1.40828
940,1.43862
950,1.41914
960,1.4915
970,1.50732
980,1.5005
990,1.49882
