timestamp,Vrms
0,1.45767
10,1.45274
20,1.4444
30,1.44003
40,1.40741
50,1.41638
60,1.37598
70,1.39102
80,1.36798
90,1.37572
100,1.35588
110,1.32917
120,1.33968
130,1.32117
140,1.28395
150,1.28738
160,1.28019
170,1.27204
180,1.30925
190,1.27394
200,1.26509
210,1.33201
220,1.3335
230,1.29112
240,1.27685
250,1.33449
260,1.32308
270,1.33088
280,1.36799
290,1.34129
300,1.35228
310,1.37672
320,1.40066
330,1.39334
340,1.42271
350,1.45188
360,1.43024
370,1.44423
380,1.46777
390,1.44832
400,1.46453
410,1.45801
420,1.43553
430,1.43381
440,1.46931
450,1.45807
460,1.42746
470,1.40935
480,1.4347
490,1.3646
500,1.37757
510,1.39115
520,1.35686
530,1.3375
540,1.34696
550,1.35564
560,1.30652
570,1.2864
580,1.31339
590,1.30986
600,1.28325
610,1.29321
620,1.3049
630,1.28241
640,1.26825
650,1.30303
660,1.31948
670,1.27577
680,1.34743
690,1.33613
700,1.36329
710,1.34957
720,1.39251
730,1.35871
740,1.39508
750,1.37512
760,1.4383
770,1.43079
780,1.40356
790,1.41341
800,1.44245
810,1.41422
820,1.45949
830,1.44567
840,1.47458
850,1.44867
860,1.45836
870,1.45134
880,1.4444
890,1.3995
900,1.40672
910,1.39388
920,1.37482
930,1.35994
940,1.37413
950,1.34648
960,1.36682
970,1.31078
980,1.32564
990,1.30021
