timestamp,Vrms
0,1.53457
10,1.53397
20,1.55422
30,1.52766
40,1.54114
50,1.54348
60,1.55796
70,1.51712
80,1.53808
90,1.52414
100,1.5244
110,1.49509
120,1.51929
130,1.47227
140,1.47817
150,1.48429
160,1.43814
170,1.43175
180,1.43959
190,1.42658
200,1.39589
210,1.41487
220,1.40022
230,1.39673
240,1.38916
250,1.39118
260,1.36985
270,1.35006
280,1.35684
290,1.39736
300,1.42805
310,1.37268
320,1.40035
330,1.38814
340,1.41433
350,1.40248
360,1.43965
370,1.40261
380,1.40781
390,1.42973
400,1.42801
410,1.4425
420,1.44865
430,1.49745
440,1.47341
450,1.50601
460,1.50528
470,1.50245
480,1.52666
490,1.52004
500,1.56298
510,1.52906
520,1.55584
530,1.53683
540,1.52221
550,1.5246
560,1.5164
570,1.52863
580,1.53026
590,1.53527
600,1.53543
610,1.4983
620,1.49621
630,1.50093
640,1.48775
650,1.46318
660,1.47462
670,1.45332
680,1.45177
690,1.43498
700,1.41048
710,1.4054
720,1.39943
730,1.38771
740,1.38767
750,1.34707
760,1.39563
770,1.38782
780,1.35927
790,1.37343
800,1.35389
810,1.33808
820,1.38559
830,1.36888
840,1.37829
850,1.40573
860,1.3754
870,1.39061
880,1.42112
890,1.43641
900,1.454
910,1.45853
920,1.48991
930,1.45223
940,1.49322
950,1.50483
960,1.4833
970,1.52517
980,1.53645
990,1.50499
