timestamp,Vrms
0,1.44884
10,1.43427
20,1.5128
30,1.51192
40,1.5092
50,1.52574
60,1.55183
70,1.54422
80,1.54778
90,1.54513
100,1.54754
110,1.58857
120,1.55097
130,1.59466
140,1.58765
150,1.60093
160,1.57113
170,1.53782
180,1.59889
190,1.56258
200,1.58404
210,1.53838
220,1.54185
230,1.54337
240,1.5508
250,1.53294
260,1.5132
270,1.50732
280,1.49643
290,1.46471
300,1.46451
310,1.45523
320,1.48051
330,1.40813
340,1.43971
350,1.4339
360,1.44418
370,1.43164
380,1.42642
390,1.39631
400,1.43999
410,1.46785
420,1.42597
430,1.44632
440,1.47197
450,1.46344
460,1.45203
470,1.49437
480,1.42535
490,1.50244
500,1.45733
510,1.45249
520,1.50539
530,1.49315
540,1.5281
550,1.54724
560,1.5631
570,1.57341
580,1.58075
590,1.58356
600,1.5847
610,1.58234
620,1.54717
630,1.53567
640,1.55748
650,1.54073
660,1.55395
670,1.52898
680,1.53825
690,1.51399
700,1.54491
710,1.50943
720,1.52662
730,1.54504
740,1.51906
750,1.49035
760,1.50404
770,1.46925
780,1.48724
790,1.4802
800,1.43178
810,1.46435
820,1.43513
830,1.46494
840,1.44468
850,1.39967
860,1.44223
870,1.42582
880,1.4354
890,1.44641
900,1.40848
910,1.43115
920,1.45913
930,1.42995
940,1.44214
950,1.41804
960,1.4747
970,1.45487
980,1.50462
990,1.49427
