timestamp,Vrms
0,1.42262
10,1.41965
20,1.43467
30,1.45285
40,1.47271
50,1.4608
60,1.44933
70,1.50521
80,1.47615
90,1.48567
100,1.47538
110,1.47539
120,1.46565
130,1.47304
140,1.47132
150,1.44561
160,1.45336
170,1.45171
180,1.44252
190,1.42685
200,1.41708
210,1.39797
220,1.38392
230,1.38535
240,1.39792
250,1.33123
260,1.35927
270,1.36148
280,1.32887
290,1.32587
300,1.32123
310,1.28932
320,1.2996
330,1.29901
340,1.28392
350,1.28589
360,1.27951
370,1.29397
380,1.28416
390,1.27779
400,1.30419
410,1.28142
420,1.29422
430,1.31491
440,1.3106
450,1.3286
460,1.34404
470,1.34772
480,1.34941
490,1.37972
500,1.36839
510,1.40124
520,1.38425
530,1.40779
540,1.4173
550,1.42121
560,1.41574
570,1.43754
580,1.46067
590,1.47652
600,1.4619
610,1.4791
620,1.48299
630,1.48336
640,1.47944
650,1.48114
660,1.48763
670,1.46903
680,1.46702
690,1.44192
700,1.45976
710,1.45674
720,1.43276
730,1.43564
740,1.4071
750,1.40082
760,1.38946
770,1.39182
780,1.37534
790,1.35392
800,1.34388
810,1.32872
820,1.31831
830,1.32153
840,1.31706
850,1.28977
860,1.30763
870,1.30092
880,1.30431
890,1.28549
900,1.28657
910,1.27153
920,1.30092
930,1.28028
940,1.28784
950,1.2796
960,1.28876
970,1.32747
980,1.31591
990,1.33341
