timestamp,Vrms
0,1.39573
10,1.40611
20,1.42081
30,1.44234
40,1.42286
50,1.44151
60,1.41183
70,1.40779
80,1.41193
90,1.40267
100,1.41631
110,1.39594
120,1.39663
130,1.38188
140,1.36741
150,1.35836
160,1.33265
170,1.32296
180,1.3236
190,1.32128
200,1.29505
210,1.28777
220,1.28734
230,1.2595
240,1.24807
250,1.25386
260,1.21778
270,1.22936
280,1.21018
290,1.22544
300,1.21545
310,1.21461
320,1.22196
330,1.22032
340,1.19399
350,1.21316
360,1.23742
370,1.22124
380,1.24896
390,1.27249
400,1.28401
410,1.28739
420,1.30265
430,1.29026
440,1.33405
450,1.32931
460,1.35128
470,1.37045
480,1.38899
490,1.36807
500,1.38439
510,1.4034
520,1.41657
530,1.41838
540,1.4081
550,1.42201
560,1.43109
570,1.42967
580,1.40509
590,1.40132
600,1.40764
610,1.39507
620,1.40142
630,1.393
640,1.40048
650,1.36375
660,1.35856
670,1.34186
680,1.32163
690,1.3092
700,1.30554
710,1.28224
720,1.29042
730,1.26103
740,1.25873
750,1.24183
760,1.23779
770,1.21929
780,1.22988
790,1.22803
800,1.2296
810,1.22596
820,1.22542
830,1.21747
840,1.20642
850,1.21395
860,1.23563
870,1.24969
880,1.23848
890,1.25142
900,1.26241
910,1.26497
920,1.28366
930,1.28863
940,1.30138
950,1.3348
960,1.34194
970,1.35009
980,1.36126
990,1.37622
